Author/s,Title,Publication Year,Lens ID,DOI,Citing Works Count
S L Artemenkov; G V Shookova; K V Mironova,The Factor of Visual Symmetry Perception in Aesthetic Experience,2018,017-065-144-874-773,10.17759/exppsy.2018110110,4
V A Ivannikov; V N Shlyapnikov,Features of volitional regulation among representatives of different ethnocultural groups,2019,017-177-502-391-752,10.17759/exppsy.2019120106,6
О В Вихристюк; Л А Гаязова; Г С Банников,Проблемы подготовки педагогов-психологов образовательных организаций в области превенции суицидального поведения подростков и молодежи,2019,017-365-265-485-197,10.17759/psylaw.2019090302,3
E.E. Klopotova; I.Y. Krupnova,Possibilities of Using Board Games to Develop Communication Skills in Children with Autism Spectrum Disorder,2020,017-468-394-726-040,10.17759/bppe.2020170105,2
D.V. Kiriukhina,Adolescents’ communication on the Internet: the boundaries of normativity,2021,017-566-507-949-005,10.17759/jmfp.2021100304,6
В В Рубцов,Психология образования в интересах детей,2017,017-613-749-621-669,10.17759/psyedu.2017090302,9
V V Delibalt;N V Bogdanovich,Psychosocial Rehabilitation of Minors Caughtin Legally Significant Situations as an Issueof Cultural-Historical Psychology,2017,018-022-781-578-594,10.17759/chp.2017130306,4
F S Safuanov; O I Sochivko,Psychological Assessment of Suicidal Risk: the Ratio of Pro- and Anti-Suicidal Personality Factors,2019,018-063-731-759-347,10.17759/psylaw.2019090415,4
И А Котляр; Е О Смирнова,Игра в детских садах Германии и России,2016,018-156-213-292-41X,10.17759/jmfp.2016050105,1
E.V. Khramov,Psychological and psychosomatic risk factors of suicidal intentions in adolescents,2020,018-329-259-001-932,10.17759/jmfp.2020090107,4
О.Е. Хухлаев; М Ю Чибисова; А Ю Шеманов,Inclusive Approach to the Integration of Migrant Children in Education,2015,018-465-241-238-276,10.17759/pse.2015200103,6
B.G. Bovin; M.M. Moskvitina;Inna Bovina,Radicalization of women: an explicative potential of social psychological knowledge,2020,018-509-520-638-506,10.17759/jmfp.2020090309,1
V.K. Zaretsky; I.A. Nikolaevskaia,Situation and Vector Analysis of Cognitive and Personality Development of Students in the Process of Overcoming Learning Difficulties,2020,018-529-864-977-235,10.17759/chp.2020160104,6
V V Arkhangelskaya; N M Puk,Empathy Strategies in Professional Activities of Psychologists and Actors,2019,018-572-535-165-723,10.17759/chp.2019150110,0
V I Morosanova; I. N. Bondarenko; Tatiana G. Fomina,Personality and Motivational Features and Conscious Self- Regulation in Early Adolescents with Different Dynamics of Psychological Well-Being,2019,018-605-114-512-203,10.17759/pse.2019240401,15
L S Kuravsky; G A Yuryev; D V Ushakov; N E Yuryeva; E A Valueva; E M Lapteva,Diagnostics basing on testing paths: the method of patterns,2018,018-615-689-668-240,10.17759/exppsy.2018110206,3
A A Zolotareva,Краткий дифференциальный тест перфекционизма: проверка кросс-культурной устойчивости факторной структуры и психометрических характеристик,2018,018-720-304-840-535,10.17759/chp.2018140112,6
N Y Fedunina,"Рецензия на книгу Кормьер Г., Шакни Г. Стратегии и интервенции психологического консультирования: практическое пособие; 8-е междунар. изд.",2016,018-782-074-110-724,10.17759/cpp.2016240112,0
F S Safuanov; O O Savina; M. Morozova; A. Kalashnikova; S S Kulakov; J.O. Perepravina; I. Zabezhinskaya; M. Malinovskaya; K. Soldatova; O. Bodrova,Parent-Child Interaction: Forensic and Psychological Expert Evaluations,2022,018-924-080-748-346,10.17759/psylaw.2022120110,6
D.D. Barabanov,The Relationship between Volitional Regulation and Procrastination in University Students,2023,018-937-483-193-579,10.17759/exppsy.2022150407,0
T V Ermolova; V V Ponomareva; N B Florova,Dyscalculia in children as a systemic problem of education,2016,019-242-213-477-163,10.17759/jmfp.2016050301,2
T A Meshkova,The concept of a positive body image in modern foreign psychology,2021,019-498-216-484-229,10.17759/jmfp.2021100206,4
D.E. Goyaeva; T.S. Obukhova;T M Ovsyannikova; A M Rytikova; A.A. Pavlova; C.G. Dzioeva; T.I. Kokoev; A.Yu. Nikolaeva,Specificity of Phonemic Perception of Bilingual Learners,2023,019-633-029-610-831,10.17759/exppsy.2023160409,0
O.V. Salomatova,The Relationship between Types of Video Games and Communicative Skills of Young Players: The Systematic Literature Review Using the PRISMA Tool,2024,019-800-562-221-75X,10.17759/jmfp.2023120409,0
V A Barabanschikov; O A Korolkova,Perception of “Live” Facial Expressions,2020,020-014-008-908-834,10.17759/exppsy.2020130305,10
G.Y. Gutina; I.V. Yemelyanova,Professionally Oriented Practice in Graduate Students in the Context of Networking between University and School,2016,020-413-218-067-138,10.17759/psyedu.2016080308,0
V U Litvinov; L V Matveeva,"A Comparative Analysis of Culture Beliefs about Russia’s, Western and Eastern Civilizations among Creative Youth",2021,020-649-605-549-103,10.17759/sps.2021120112,3
С.И. Дьяков; И В Шаблий,Связь темперамента субъекта преступления с особенностями правонарушений,2015,020-839-765-501-974,10.17759/psylaw.2015050403,3
I. V. Kononenko; M. V. Shestakova; A. R. Elfimova; I. A. Khomyakova; A. P. Buzhilova; N. G. Mokrysheva,Ethnic differences in risk factors and prevalence of type 2 diabetes in the adult population of the Russian Federation,2022,020-860-225-602-367,10.14341/dm12935,3
I Y Kulagina; E V Apasova; V V Fyodorov,A Technique for Assessing Learning Motivation in Primary School Age,2021,020-925-039-030-160,10.17759/pse.2021260504,1
A.P. Novgorodtseva; N. Yakovleva,First-Person Video Modeling as a Way of Teaching Imitation of Children with Autism,2018,020-927-835-885-214,10.17759/cpse.2018070310,1
E E Boykina; R V Chirkina,"Social Ostracism: Current State of the Problem, Methodology and Research Methods",2020,020-963-036-643-022,10.17759/psylaw.2020100114,14
B.G. Bovin; P.N.. Kazberov;Inna Bovina,Механизмы психологической защиты и доминирующее защитное поведение осужденных за террористическую и экстремистскую деятельность,2021,021-116-336-880-694,10.17759/psylaw.2021110207,4
O.V. Rubtsova,Role experimentation asa part of contemporary teenage culture,2016,021-125-013-859-895,10.17759/jmfp.2016050203,3
В Е Петров; A V Kokurin; Ю В Юринова,Проблемы организационно-штатного обеспечения психологической работы в подразделениях госавтоинспекции,2016,021-324-859-478-916,10.17759/psylaw.2016060416,0
Е С Шеховцова; Т Н Кабанова; Е В Шмакова; Е М Попова,Принятие решений у специалистов судебно-психиатрического профиля (психологический аспект),2016,021-395-658-650-482,10.17759/psylaw.2016060205,0
V.V. Gritsenko; L V Ostapenko; I A Subbotina,"The Importance of Civil, Ethnic and Regional Identity for Residents from Small Russian Towns and its Determinants",2020,021-446-275-869-505,10.17759/sps.2020110412,11
Nikolai Petrovich Dedov; Olga Komissarova; Yelena Borisovna Fantalova,Study of Retest Reliability of Psychodiagnostic Methods in the System “Diagnostics of Internal Conflict”,2021,021-532-600-353-563,10.24158/spp.2021.1.6,1
N V Bogdanovich; V V Delibalt; A V Degtyarev,"The problem of a psychological definition of ""Legally relevant situations""",2015,021-660-323-247-143,10.17759/psylaw.2015050303,2
A A Margolis; E V Arzhanykh; O А Gurkina; E M Novikova,Teachers’ Opinion about Implementation of the Professional Standard: Results of Sociological Research,2016,021-844-452-343-55X,10.17759/pse.2016210204,5
Р В Чиркина; В В Делибалт; Е Г Дозорцева;А В Дегтярев; М Г Дебольский; А В Воронина,К вопросу обоснования диагностических признаков различных категорий несовершеннолетних с противоправным поведением в контексте деятельности ПМПК,2018,021-922-737-996-504,10.17759/psylaw.2018080106,7
Viktor F. Petrenko,Marlborough has left for the war: An excursion of psychosemantics to linguistics,2022,021-983-939-968-631,10.30982/2077-5911-2022-53-3-11-31,0
V I Ekimova; A M Zalaldinova,Victims and offenders in a situation of bulling: who are they?,2015,022-031-224-113-515,10.17759/jmfp.2015040401,7
K.A. Palkin,Value Determinants of Readiness for Volunteer Activities in Individuals,2019,022-229-028-400-684,10.17759/pse.2019240305,7
N.N. Tolstykh; N.V. Ter-Avanesova; N.A. Chernyak,Social Representations About School and Learning in Different Groups of Participants of the Educational Process,2019,022-229-571-718-90X,10.17759/pse.2019240601,11
E V Borisonik;A.B. Kholmogorova,"The Psychological State of Family Members Who Have Experienced Various Forms of Suicide of a Loved One (Single Attempt, Chronic Suicide, Completed Suicide)",2018,022-263-181-055-193,10.17759/cpp.2018260105,2
E O Smirnova; M V Sokolova,Modern Toys: Developmental Tendencies,2019,022-428-577-870-402,10.17759/chp.2019150212,5
S K Nartova-Bochaver; S I Reznichenko; E I Braginets; M B Podlipnyak,Real and Ideal Home Representations as Moderators of the Positive Person’s Functioning,2015,022-440-025-598-393,10.17759/sps.2015060402,4
E.V. Samsonova,Tutor Support of Learners with Special Educational Needs in Conditions of Inclusive Education,2021,022-578-691-984-204,10.17759/cpse.2021100210,8
O P Gavrilushkina; null Egorova; A V Zakharova; Y A Kostenkova,Educational Psychologist Training for Special and Developmental Teaching as Professional Activity,2015,022-619-834-818-093,10.17759/psyedu.2015070402,3
V D Bayramov; T I Bonkalo; D S Raidugin; E V Voevodina,Methodological Approaches to the Actualization of Professional Self-Determination in Students with Disabilities in the Context of Development of Inclusive Education,2018,022-744-084-766-644,10.17759/pse.2018230203,6
З В Луковцева,Актуальные вопросы и стратегии профилактики насилия на стадии свиданий в подростково-юношеских парах,2018,022-818-365-590-314,10.17759/psylaw.2018080101,0
A.B. Kholmogorova,From the Editor,2016,022-877-018-001-431,10.17759/cpp.2016240201,0
A.M. Kazmin; O V Slovokhotova,Distance Counseling for Parents in Early Intervention: A Competence-Based Approach,2019,022-940-927-884-963,10.17759/cpse.2019080209,5
